% Model:              3 Spun pile_transient_multilayer_model verification 2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jan 11 2025, 19:21
% Dimension:          1
% Nodes:              79
% Expressions:        5
% Description:        Point graph
% Time (h)                Temperature              Temperature              Temperature              Temperature              Temperature
0                         29.999999999999943       30.00000000000074        29.99999999999949        30.00000000000074        30.000000000000284
0.1                       30.00000000000273        30.000000000000682       30.000000000000455       30.00000000000051        30.000000000000227
0.2                       29.99999999999892        30.00000000000057        30.00000000000051        30.000000000000455       30.000000000000227
0.30000000000000004       29.999999999997783       30.00000000000057        30.00000000000051        30.000000000000398       30.000000000000227
0.4                       29.99999999999909        30.00000000000057        30.00000000000057        30.000000000000398       30.000000000000227
0.5                       30.005888220040163       30.007102622124705       30.004760259778095       30.004802237895376       30.005247406561523
0.6000000000000001        30.755599454466562       30.911436285666582       30.61085517639043        30.61624197280986        30.673367759408393
0.7000000000000002        31.50531068889302        31.815769949208573       31.216950093002765       31.22768170772423        31.341488112255377
0.8                       32.25502192331942        32.72010361275039        31.8230450096151         31.839121442638714       32.00960846510225
0.9                       33.00473315774582        33.624437276292326       32.42913992622755        32.450561177553084       32.67772881794917
1                         33.75097704872337        34.52238360588149        33.03300921642477        33.059774316760354       33.34317561468413
1.1                       34.282121059062376       35.0240857239811         33.49880969881792        33.53085851722301        33.842765867625644
1.2000000000000002        34.81326506940127        35.52578784208072        33.964610181211015       34.00194271768572        34.34235612056716
1.3                       35.344409079740274       36.02748996018039        34.43041066360405        34.473026918148435       34.84194637350873
1.4000000000000004        35.87555309007922        36.52919207827989        34.896211145997086       34.94411111861115        35.341536626450306
1.5                       36.279957152038776       36.89787667155741        35.25997306392185        35.30838976129439        35.72600827594533
1.6                       36.63521685957903        37.21498273361857        35.58416877213307        35.631253757273385       36.06584183365965
1.7000000000000002        36.99047656711929        37.53208879567978        35.908364480344176       35.954117753252376       36.40567539137396
1.8                       37.3457362746596         37.849194857741054       36.232560188555226       36.27698174923137        36.74550894908833
1.9000000000000004        37.63595244037043        38.10964857848711        36.50005696653318        36.541583967919905       37.02546257564222
2                         37.838280107711455       38.293552205753144       36.69094069889303        36.72746138204877        37.22450490671383
2.1                       38.040607775052536       38.477455833019235       36.881824431252824       36.91333879617753        37.42354723778561
2.2                       38.24293544239367        38.661359460285325       37.07270816361256        37.09921621030634        37.62258956885728
2.3000000000000007        38.44526310973475        38.845263087551416       37.2635918959723         37.28509362443515        37.82163189992906
2.4000000000000004        38.647590777075834       39.02916671481745        37.454475628332034       37.47097103856396        38.02067423100078
2.5                       38.84991844441697        39.21307034208354        37.64535936069183        37.65684845269277        38.21971656207245
2.6                       39.052246111757995       39.39697396934963        37.83624309305151        37.84272586682164        38.41875889314417
2.7                       39.209299232483716       39.54276678397355        37.98633552146907        37.98795138811886        38.575386017124856
2.8000000000000007        39.33922354927972        39.66572335083663        38.111985534237874       38.10881802981493        38.70659767208764
2.9000000000000004        39.46914786607584        39.78867991769977        38.237635547006676       38.22968467151111        38.837809327050365
3                         39.59907218287191        39.91163648456285        38.36328555977559        38.35055131320735        38.969020982013205
3.1                       39.72899649966803        40.034593051425986       38.488935572544335       38.47141795490347        39.10023263697599
3.2                       39.85892081646415        40.15754961828907        38.61458558531314        38.5922845965996         39.231444291938715
3.3000000000000007        39.98884513326021        40.28050618515226        38.740235598081995       38.713151238295836       39.362655946901555
3.4000000000000004        40.118769450056334       40.40346275201534        38.86588561085097        38.83401787999196        39.49386760186428
3.5                       40.22163665817277        40.503902558671314       38.96628123196882        38.93065617390573        39.599688659418575
3.6                       40.31877680260948        40.59957633799257        39.06133136289094        39.022166155986724       39.70013539668065
3.7                       40.415916947046185       40.69525011731383        39.156381493813          39.113676138067774       39.800582133942726
3.8000000000000007        40.513057091482835       40.79092389663498        39.25143162473512        39.20518612014871        39.901028871204744
3.9000000000000004        40.6101972359196         40.88659767595618        39.34648175565718        39.29669610222982        40.00147560846682
4                         40.70733738035631        40.982271455277385       39.44153188657924        39.388206084310696       40.10192234572884
4.1000000000000005        40.804477524793015       41.077945234598644       39.53658201750136        39.47971606639169        40.20236908299091
4.2                       40.90127677343429        41.173346693138114       39.63130946253585        39.570933340317254       40.30249229071586
4.3                       40.98494815442632        41.258261101883534       39.713610301900246       39.65087844844402        40.39015640389766
4.4                       41.06861953541841        41.34317551062901        39.795911141264696       39.730823556570954       40.47782051707941
4.5                       41.152290916410436       41.42808991937454        39.878211980629146       39.81076866469783        40.56548463026115
4.600000000000001         41.23596229740252        41.51300432811996        39.96051281999354        39.89071377282477        40.653148743442955
4.7                       41.31963367839455        41.597918736865495       40.04281365935793        39.970658880951646       40.74081285662464
4.800000000000001         41.40330505938658        41.682833145610914       40.12511449872238        40.05060398907847        40.828476969806445
4.9                       41.48697644037861        41.76774755435639        40.20741533808672        40.1305490972054         40.91614108298825
5                         41.56882417300659        41.85117666899595        40.28794404196259        40.20891706438283        41.00195984604534
5.100000000000001         41.644401605540054       41.92949885624955        40.3623795638743         40.28186230465826        41.08143369125065
5.2                       41.71997903807352        42.00782104350316        40.43681508578601        40.35480754493358        41.160907536455795
5.300000000000001         41.79555647060698        42.086143230756704       40.51125060769755        40.42775278520901        41.24038138166105
5.4                       41.871133903140446       42.16446541801042        40.585686129609314       40.50069802548438        41.31985522686625
5.5                       41.946711335673854       42.24278760526403        40.66012165152097        40.5736432657597         41.39932907207151
5.600000000000001         42.022288768207375       42.32110979251769        40.73455717343262        40.64658850603507        41.47880291727671
